Date,Open,High,Low,Close,Volume,Stock
2000-01-08,0.4515,0.4641,0.4327,0.4369,7256200.0,AHEALTH
2000-01-09,0.3784,0.3784,0.3658,0.3679,1743700.0,AHEALTH
2000-01-11,0.3428,0.347,0.3303,0.3303,243700.0,AHEALTH
2000-01-12,0.3198,0.3261,0.3198,0.3261,37500.0,AHEALTH
2000-02-08,0.4348,0.4369,0.4202,0.4223,2756200.0,AHEALTH
2000-02-10,0.3136,0.3156,0.2916,0.2916,796900.0,AHEALTH
2000-02-11,0.3303,0.3366,0.3303,0.3345,253100.0,AHEALTH
2000-03-07,0.393,0.4034,0.3784,0.3888,3384400.0,AHEALTH
2000-03-08,0.4223,0.4411,0.4223,0.4327,3984400.0,AHEALTH
2000-03-10,0.2916,0.3052,0.2916,0.3042,703100.0,AHEALTH
2000-03-11,0.3345,0.3407,0.3345,0.3407,262500.0,AHEALTH
2000-04-07,0.3972,0.4139,0.3867,0.3972,5371900.0,AHEALTH
2000-04-08,0.4369,0.4432,0.4223,0.4264,5306200.0,AHEALTH
2000-04-09,0.3679,0.3721,0.3616,0.3637,2240600.0,AHEALTH
2000-04-10,0.2979,0.3031,0.2979,0.301,346900.0,AHEALTH
2000-04-12,0.324,0.3303,0.324,0.324,140600.0,AHEALTH
2000-05-07,0.4014,0.4118,0.3888,0.393,4631200.0,AHEALTH
2000-05-09,0.3616,0.3721,0.3616,0.3679,1706200.0,AHEALTH
2000-05-10,0.3052,0.3125,0.3052,0.3062,431200.0,AHEALTH
2000-05-12,0.3198,0.3303,0.3198,0.3219,318700.0,AHEALTH
2000-06-07,0.3888,0.3951,0.3805,0.3888,4968700.0,AHEALTH
2000-06-09,0.3658,0.3721,0.3449,0.3616,1265600.0,AHEALTH
2000-06-10,0.3062,0.3219,0.3031,0.3177,759400.0,AHEALTH
2000-06-11,0.3386,0.3512,0.3386,0.347,356200.0,AHEALTH
2000-06-12,0.3324,0.3345,0.3219,0.3219,187500.0,AHEALTH
2000-06-26,0.3449,0.3658,0.2927,0.2968,23925000.0,AHEALTH
2000-06-27,0.2979,0.3909,0.2979,0.3575,42328100.0,AHEALTH
2000-06-28,0.3616,0.4285,0.3491,0.4223,33131200.0,AHEALTH
2000-06-29,0.4243,0.4724,0.4118,0.4118,31350000.0,AHEALTH
2000-06-30,0.3993,0.4369,0.3909,0.393,10734400.0,AHEALTH
2000-07-07,0.3888,0.4285,0.3888,0.4285,18890600.0,AHEALTH
2000-07-08,0.4264,0.4285,0.3972,0.3993,6890600.0,AHEALTH
2000-07-09,0.3575,0.3616,0.3512,0.3554,750000.0,AHEALTH
2000-07-11,0.3428,0.3449,0.3428,0.3449,103100.0,AHEALTH
2000-07-12,0.3177,0.3219,0.3177,0.3219,56200.0,AHEALTH
2000-07-13,0.5017,0.5487,0.4975,0.5101,30468700.0,AHEALTH
2000-07-14,0.5101,0.5205,0.4996,0.5059,7368700.0,AHEALTH
2000-07-17,0.508,0.533,0.4996,0.5184,8043700.0,AHEALTH
2000-07-18,0.5184,0.5278,0.4954,0.4996,8653100.0,AHEALTH
2000-07-19,0.4954,0.5226,0.4912,0.5205,11690600.0,AHEALTH
2000-07-20,0.5205,0.5592,0.5163,0.5226,33431200.0,AHEALTH
2000-07-21,0.533,0.5435,0.5121,0.5142,11746900.0,AHEALTH
2000-07-24,0.5101,0.5101,0.5017,0.5038,5540600.0,AHEALTH
2000-07-25,0.5038,0.5142,0.4933,0.5038,4209400.0,AHEALTH
2000-07-26,0.5059,0.508,0.4871,0.4912,5728100.0,AHEALTH
2000-07-27,0.4912,0.4912,0.4662,0.4724,8821900.0,AHEALTH
2000-07-28,0.4745,0.4745,0.4473,0.4515,10340600.0,AHEALTH
2000-07-31,0.4411,0.4515,0.4181,0.4494,8606200.0,AHEALTH
2000-08-08,0.4014,0.4243,0.3951,0.4055,5821900.0,AHEALTH
2000-08-09,0.3616,0.37,0.3512,0.3637,1359400.0,AHEALTH
2000-08-11,0.3449,0.347,0.3449,0.347,628100.0,AHEALTH
2000-08-12,0.3303,0.3303,0.3219,0.3219,93700.0,AHEALTH
2000-08-14,0.3679,0.3742,0.3575,0.3595,3834400.0,AHEALTH
2000-08-15,0.3595,0.3805,0.3595,0.37,4125000.0,AHEALTH
2000-08-16,0.3679,0.3888,0.3658,0.3888,4162500.0,AHEALTH
2000-08-17,0.3888,0.4348,0.3867,0.4306,10893700.0,AHEALTH
2000-08-18,0.4348,0.4432,0.4076,0.4076,9834400.0,AHEALTH
2000-08-21,0.4076,0.4076,0.393,0.393,1687500.0,AHEALTH
2000-08-22,0.393,0.4118,0.393,0.3993,2531200.0,AHEALTH
2000-08-23,0.4014,0.4076,0.3972,0.3972,656200.0,AHEALTH
2000-08-24,0.3972,0.4034,0.393,0.3972,2137500.0,AHEALTH
2000-08-25,0.3951,0.4014,0.3909,0.393,2081200.0,AHEALTH
2000-08-28,0.3721,0.3888,0.3721,0.3763,3103100.0,AHEALTH
2000-08-29,0.3784,0.3951,0.3784,0.3867,721900.0,AHEALTH
2000-08-30,0.3867,0.3888,0.3763,0.3825,581200.0,AHEALTH
2000-09-08,0.4076,0.4076,0.3909,0.3909,3768700.0,AHEALTH
2000-09-10,0.3136,0.3136,0.3042,0.3073,609400.0,AHEALTH
2000-09-11,0.3449,0.347,0.3449,0.3449,93700.0,AHEALTH
2000-09-13,0.3554,0.3742,0.3533,0.3742,1715600.0,AHEALTH
2000-09-14,0.37,0.3825,0.3595,0.3637,1537500.0,AHEALTH
2000-09-15,0.3595,0.3658,0.3512,0.3554,656200.0,AHEALTH
2000-09-18,0.3491,0.3512,0.3449,0.347,534400.0,AHEALTH
2000-09-19,0.3428,0.3512,0.3407,0.347,1200000.0,AHEALTH
2000-09-20,0.3428,0.3491,0.3428,0.3428,562500.0,AHEALTH
2000-09-21,0.3386,0.3616,0.3324,0.3575,3009400.0,AHEALTH
2000-09-22,0.3554,0.3554,0.3261,0.3324,1481200.0,AHEALTH
2000-09-25,0.3345,0.3428,0.3345,0.3386,609400.0,AHEALTH
2000-09-26,0.3386,0.3386,0.3324,0.3345,590600.0,AHEALTH
2000-09-27,0.3324,0.3366,0.3282,0.3303,646900.0,AHEALTH
2000-09-28,0.3282,0.3282,0.3198,0.324,628100.0,AHEALTH
2000-09-29,0.3324,0.3324,0.3156,0.3156,421900.0,AHEALTH
2000-10-07,0.439,0.5226,0.4306,0.5205,35690600.0,AHEALTH
2000-10-08,0.3867,0.3888,0.3763,0.3825,2671900.0,AHEALTH
2000-10-10,0.3073,0.3083,0.3021,0.3042,450000.0,AHEALTH
2000-10-11,0.3428,0.3449,0.3386,0.3449,262500.0,AHEALTH
2000-10-13,0.324,0.3407,0.3115,0.3345,2287500.0,AHEALTH
2000-10-16,0.3449,0.3616,0.3428,0.3575,1978100.0,AHEALTH
2000-10-17,0.3554,0.3784,0.3554,0.3575,2971900.0,AHEALTH
2000-10-18,0.3512,0.3595,0.3512,0.3533,618700.0,AHEALTH
2000-10-19,0.3533,0.3595,0.3491,0.3533,590600.0,AHEALTH
2000-10-20,0.3595,0.3679,0.3554,0.3658,918700.0,AHEALTH
2000-10-23,0.3575,0.3637,0.3512,0.3554,290600.0,AHEALTH
2000-10-24,0.3533,0.3575,0.3428,0.3449,403100.0,AHEALTH
2000-10-25,0.347,0.347,0.3366,0.3449,412500.0,AHEALTH
2000-10-27,0.3449,0.3512,0.3449,0.347,328100.0,AHEALTH
2000-10-30,0.3345,0.3366,0.3303,0.3345,459400.0,AHEALTH
2000-10-31,0.3282,0.3449,0.3261,0.3449,290600.0,AHEALTH
2000-11-07,0.5226,0.533,0.4933,0.4933,36262500.0,AHEALTH
2000-11-08,0.3784,0.3825,0.3679,0.3679,2840600.0,AHEALTH
2000-11-09,0.3637,0.3637,0.3449,0.3449,1453100.0,AHEALTH
2000-11-10,0.3031,0.3073,0.3021,0.3052,468700.0,AHEALTH
2000-11-12,0.324,0.3345,0.324,0.3345,150000.0,AHEALTH
2000-11-13,0.3324,0.3345,0.3303,0.3303,65600.0,AHEALTH
2000-11-14,0.324,0.3324,0.324,0.3324,131200.0,AHEALTH
2000-11-15,0.3303,0.3303,0.3261,0.3261,56200.0,AHEALTH
2000-11-16,0.3219,0.3261,0.3219,0.324,65600.0,AHEALTH
2000-11-17,0.324,0.3282,0.3219,0.324,75000.0,AHEALTH
2000-11-20,0.3303,0.3303,0.3261,0.3261,150000.0,AHEALTH
2000-11-21,0.3219,0.3219,0.3177,0.3177,187500.0,AHEALTH
2000-11-22,0.3177,0.3198,0.3156,0.3198,121900.0,AHEALTH
2000-11-23,0.3156,0.3156,0.3136,0.3156,178100.0,AHEALTH
2000-11-24,0.3198,0.3282,0.3198,0.324,215600.0,AHEALTH
2000-11-27,0.324,0.3491,0.324,0.3491,768700.0,AHEALTH
2000-11-28,0.3533,0.3554,0.3428,0.3428,281200.0,AHEALTH
2000-11-29,0.3324,0.3366,0.3198,0.3198,168700.0,AHEALTH
2000-11-30,0.3282,0.3282,0.3219,0.3219,121900.0,AHEALTH
2000-12-07,0.4933,0.5205,0.4891,0.4975,22012500.0,AHEALTH
2000-12-09,0.3428,0.3575,0.3428,0.347,1096900.0,AHEALTH
2000-12-10,0.3052,0.3303,0.3052,0.3261,1190600.0,AHEALTH
